Test_Type,n_subj_test,FullAugmentation,FullAugFactor,TrainAugFactor,TrainAugmentation,pre_trained_model,subject,outer_fold,inner_fold,epochs,ID01_precision,ID01_recall,ID01_f1,ID01_support,ID02_precision,ID02_recall,ID02_f1,ID02_support,ID03_precision,ID03_recall,ID03_f1,ID03_support,ID04_precision,ID04_recall,ID04_f1,ID04_support,ID05_precision,ID05_recall,ID05_f1,ID05_support,ID06_precision,ID06_recall,ID06_f1,ID06_support,ID07_precision,ID07_recall,ID07_f1,ID07_support,macro_avg_precision,macro_avg_recall,macro_avg_f1,macro_avg_support,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,weighted_avg_support,accuracy,balanced_accuracy,train_time (s),predict_time (s),n_train_images,n_val_images,n_test_images,TrainSubjects,TestSubjects
Captura1,0,False,None,False,None,MobileNetV2,All,10,1,14,1.0,1.0,1.0,4,1.0,0.6666666666666666,0.8,3,1.0,1.0,1.0,2,1.0,1.0,1.0,4,0.8,1.0,0.888888888888889,4,1.0,1.0,1.0,4,1.0,1.0,1.0,4,0.9714285714285714,0.9523809523809523,0.9555555555555556,25,0.968,0.96,0.9582222222222222,25,0.96,0.9523809523809523,193.52369737625122,1.8770861625671387,198,25,25,,
Captura1,0,False,None,False,None,MobileNetV2,All,10,2,13,0.8,1.0,0.888888888888889,4,1.0,1.0,1.0,3,1.0,1.0,1.0,2,1.0,0.6666666666666666,0.8,3,0.8,0.8,0.8000000000000002,5,1.0,1.0,1.0,4,1.0,1.0,1.0,4,0.9428571428571428,0.9238095238095239,0.926984126984127,25,0.9279999999999999,0.92,0.9182222222222223,25,0.92,0.9238095238095239,184.60930347442627,1.8438012599945068,198,25,25,,
Captura1,0,False,None,False,None,MobileNetV2,All,10,3,18,1.0,1.0,1.0,4,1.0,1.0,1.0,2,1.0,0.6666666666666666,0.8,3,0.6,1.0,0.7499999999999999,3,1.0,1.0,1.0,5,0.75,0.75,0.75,4,1.0,0.75,0.8571428571428571,4,0.9071428571428571,0.8809523809523808,0.8795918367346938,25,0.912,0.88,0.883142857142857,25,0.88,0.8809523809523808,227.11675429344177,1.9804925918579102,198,25,25,,
Captura1,0,False,None,False,None,MobileNetV2,All,10,4,13,0.8,1.0,0.888888888888889,4,0.6666666666666666,1.0,0.8,2,1.0,1.0,1.0,3,1.0,0.6666666666666666,0.8,3,1.0,0.75,0.8571428571428571,4,1.0,1.0,1.0,5,1.0,1.0,1.0,4,0.9238095238095239,0.9166666666666666,0.9065759637188208,25,0.9413333333333332,0.92,0.9193650793650794,25,0.92,0.9166666666666666,171.14424920082092,1.776602029800415,198,25,25,,
Captura1,0,False,None,False,None,MobileNetV2,All,10,5,10,1.0,1.0,1.0,4,1.0,1.0,1.0,2,1.0,0.6666666666666666,0.8,3,0.6,1.0,0.7499999999999999,3,1.0,1.0,1.0,4,1.0,0.75,0.8571428571428571,4,0.8,0.8,0.8000000000000002,5,0.9142857142857143,0.8880952380952379,0.8867346938775509,25,0.912,0.88,0.8831428571428571,25,0.88,0.8880952380952379,160.7438576221466,1.823164463043213,198,25,25,,
Captura1,0,False,None,False,None,MobileNetV2,All,10,6,15,0.75,1.0,0.8571428571428571,3,1.0,1.0,1.0,3,1.0,1.0,1.0,3,1.0,1.0,1.0,3,0.75,0.75,0.75,4,1.0,1.0,1.0,4,1.0,0.8,0.888888888888889,5,0.9285714285714286,0.9357142857142857,0.9280045351473925,25,0.93,0.92,0.9206349206349205,25,0.92,0.9357142857142857,196.3613476753235,2.020500898361206,198,25,25,,
Captura1,0,False,None,False,None,MobileNetV2,All,10,7,10,1.0,1.0,1.0,3,1.0,0.6666666666666666,0.8,3,1.0,1.0,1.0,3,1.0,1.0,1.0,3,1.0,0.75,0.8571428571428571,4,0.5714285714285714,1.0,0.7272727272727273,4,1.0,0.8,0.888888888888889,5,0.9387755102040816,0.8880952380952379,0.8961863533292105,25,0.9314285714285714,0.88,0.8872842712842715,25,0.88,0.8880952380952379,136.7931628227234,1.9514670372009277,198,25,25,,
Captura1,0,False,None,False,None,MobileNetV2,All,10,8,14,0.6,1.0,0.7499999999999999,3,0.75,1.0,0.8571428571428571,3,1.0,0.5,0.6666666666666666,2,1.0,0.5,0.6666666666666666,4,1.0,0.75,0.8571428571428571,4,0.5714285714285714,1.0,0.7272727272727273,4,1.0,0.6,0.7499999999999999,5,0.8459183673469387,0.7642857142857142,0.7535559678416821,25,0.8534285714285714,0.76,0.7563636363636363,25,0.76,0.7642857142857142,172.64849495887756,1.9376537799835205,199,24,25,,
Captura1,0,False,None,False,None,MobileNetV2,All,10,9,10,1.0,0.3333333333333333,0.5,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,1.0,1.0,1.0,2,1.0,0.75,0.8571428571428571,4,0.5,0.75,0.6,4,1.0,0.5,0.6666666666666666,4,0.5714285714285714,1.0,0.7272727272727273,4,0.8197278911564625,0.7142857142857143,0.7168212739641311,24,0.8035714285714285,0.7083333333333334,0.7043470418470418,24,0.7083333333333334,0.7142857142857143,145.6821105480194,1.8053655624389648,200,24,24,,
Captura1,0,False,None,False,None,MobileNetV2,All,10,10,12,1.0,1.0,1.0,3,0.75,1.0,0.8571428571428571,3,1.0,1.0,1.0,2,1.0,0.5,0.6666666666666666,4,1.0,1.0,1.0,4,1.0,0.75,0.8571428571428571,4,0.6666666666666666,1.0,0.8,4,0.9166666666666667,0.8928571428571429,0.8829931972789115,24,0.9131944444444445,0.875,0.8694444444444444,24,0.875,0.8928571428571429,182.7172658443451,2.1879031658172607,199,25,24,,
