Test_Type,n_subj_test,FullAugmentation,FullAugFactor,TrainAugFactor,TrainAugmentation,pre_trained_model,outer_fold,inner_fold,epoch,loss,categorical_acc,val_loss,val_categorical_acc,epoch_time (s),test_time (s),TrainSubjects,TestSubjects
,0,False,None,False,None,MobileNetV2,10,7,1,20.094844818115234,0.22061483561992645,3.753065586090088,0.3333333432674408,37.66137623786926,3.83762788772583,,
,0,False,None,False,None,MobileNetV2,10,7,2,1.781531810760498,0.5551537275314331,1.5476332902908325,0.47826087474823,36.913814067840576,3.7904975414276123,,
,0,False,None,False,None,MobileNetV2,10,7,3,0.5711992979049683,0.8101266026496887,1.0670924186706543,0.7101449370384216,32.28771781921387,2.4784696102142334,,
,0,False,None,False,None,MobileNetV2,10,7,4,0.24045851826667786,0.9330922365188599,0.8799203038215637,0.739130437374115,33.89321231842041,3.984048843383789,,
,0,False,None,False,None,MobileNetV2,10,7,5,0.11503759771585464,0.9855334758758545,0.8919957280158997,0.739130437374115,34.46792936325073,2.9866604804992676,,
,0,False,None,False,None,MobileNetV2,10,7,6,0.0599040761590004,1.0,0.8069801926612854,0.7971014380455017,35.761993646621704,4.385630369186401,,
,0,False,None,False,None,MobileNetV2,10,7,7,0.04022150859236717,1.0,0.8267692923545837,0.7536231875419617,34.59663724899292,2.5302512645721436,,
,0,False,None,False,None,MobileNetV2,10,7,8,0.02748330496251583,1.0,0.7287857532501221,0.7536231875419617,32.50127601623535,2.2873377799987793,,
,0,False,None,False,None,MobileNetV2,10,7,9,0.021711213514208794,1.0,0.7206681370735168,0.7681159377098083,33.02232336997986,2.5532119274139404,,
,0,False,None,False,None,MobileNetV2,10,7,10,0.017684290185570717,1.0,0.7651087641716003,0.782608687877655,32.1449019908905,2.5999999046325684,,
,0,False,None,False,None,MobileNetV2,10,7,11,0.01467066165059805,1.0,0.7520093321800232,0.7681159377098083,32.63328719139099,2.4876370429992676,,
,0,False,None,False,None,MobileNetV2,10,7,12,0.012390981428325176,1.0,0.7426334619522095,0.7681159377098083,31.756755113601685,2.367488145828247,,
,0,False,None,False,None,MobileNetV2,10,7,13,0.01049708854407072,1.0,0.7940717935562134,0.782608687877655,34.11676573753357,2.507657527923584,,
,0,False,None,False,None,MobileNetV2,10,8,1,15.987645149230957,0.23327305912971497,3.0123612880706787,0.28985506296157837,39.65256094932556,5.497422218322754,,
,0,False,None,False,None,MobileNetV2,10,8,2,1.629392385482788,0.43761301040649414,1.7723971605300903,0.260869562625885,36.084325551986694,2.6978819370269775,,
,0,False,None,False,None,MobileNetV2,10,8,3,0.8178808689117432,0.7088607549667358,1.36101233959198,0.49275362491607666,36.240453004837036,2.7477805614471436,,
,0,False,None,False,None,MobileNetV2,10,8,4,0.4596197307109833,0.8499096035957336,1.0164682865142822,0.5942028760910034,33.50369834899902,2.773860216140747,,
,0,False,None,False,None,MobileNetV2,10,8,5,0.27737221121788025,0.9421338438987732,0.9946187138557434,0.6086956262588501,38.82042717933655,3.192157506942749,,
,0,False,None,False,None,MobileNetV2,10,8,6,0.17336516082286835,0.9837251305580139,0.9046311974525452,0.6666666865348816,33.74480748176575,2.683110237121582,,
,0,False,None,False,None,MobileNetV2,10,8,7,0.11992087960243225,0.9837251305580139,0.8757975101470947,0.6811594367027283,33.08942484855652,2.51312518119812,,
,0,False,None,False,None,MobileNetV2,10,8,8,0.0860663652420044,0.9981916546821594,0.8079411387443542,0.695652186870575,35.059380531311035,2.575559377670288,,
,0,False,None,False,None,MobileNetV2,10,8,9,0.06096828356385231,0.9981916546821594,0.8157129287719727,0.695652186870575,31.854583740234375,2.246109962463379,,
,0,False,None,False,None,MobileNetV2,10,8,10,0.04193895682692528,1.0,0.8422221541404724,0.7536231875419617,35.405776023864746,2.508617639541626,,
,0,False,None,False,None,MobileNetV2,10,8,11,0.030958861112594604,1.0,0.8156394958496094,0.7536231875419617,38.540786027908325,2.7315735816955566,,
,0,False,None,False,None,MobileNetV2,10,9,1,32.343788146972656,0.1862567812204361,9.38479232788086,0.3478260934352875,39.21348214149475,5.445575475692749,,
,0,False,None,False,None,MobileNetV2,10,9,2,4.057955741882324,0.5117540955543518,2.5377488136291504,0.52173912525177,33.85055136680603,2.6748170852661133,,
,0,False,None,False,None,MobileNetV2,10,9,3,0.8431040048599243,0.7902351021766663,1.7381160259246826,0.5942028760910034,33.07204794883728,2.500450372695923,,
,0,False,None,False,None,MobileNetV2,10,9,4,0.14008492231369019,0.943942129611969,1.0325113534927368,0.6811594367027283,35.069029808044434,2.517282247543335,,
,0,False,None,False,None,MobileNetV2,10,9,5,0.03560268506407738,0.9909583926200867,0.980355978012085,0.7246376872062683,33.3758749961853,3.2013497352600098,,
,0,False,None,False,None,MobileNetV2,10,9,6,0.013635276816785336,1.0,0.8114153146743774,0.739130437374115,32.65298533439636,2.460090160369873,,
,0,False,None,False,None,MobileNetV2,10,9,7,0.00556559581309557,1.0,0.7570827603340149,0.782608687877655,35.68303442001343,2.8196780681610107,,
,0,False,None,False,None,MobileNetV2,10,9,8,0.004156519193202257,1.0,0.7274160385131836,0.782608687877655,32.68676972389221,2.6755199432373047,,
,0,False,None,False,None,MobileNetV2,10,9,9,0.003467890666797757,1.0,0.7216207981109619,0.782608687877655,32.14885449409485,2.520186424255371,,
,0,False,None,False,None,MobileNetV2,10,9,10,0.0030295043252408504,1.0,0.7140552401542664,0.8115941882133484,35.265523195266724,2.6459152698516846,,
,0,False,None,False,None,MobileNetV2,10,9,11,0.002839265391230583,1.0,0.7093172669410706,0.8115941882133484,33.305134296417236,2.6297502517700195,,
,0,False,None,False,None,MobileNetV2,10,9,12,0.002595058176666498,1.0,0.7026317715644836,0.8115941882133484,33.37120175361633,2.4862701892852783,,
,0,False,None,False,None,MobileNetV2,10,9,13,0.0023921846877783537,1.0,0.7024552822113037,0.8115941882133484,34.145750999450684,4.038197040557861,,
,0,False,None,False,None,MobileNetV2,10,9,14,0.0021927233319729567,1.0,0.6986647248268127,0.8115941882133484,32.76291561126709,2.6337568759918213,,
,0,False,None,False,None,MobileNetV2,10,9,15,0.0020552368368953466,1.0,0.6973753571510315,0.8115941882133484,35.68982672691345,3.436983108520508,,
,0,False,None,False,None,MobileNetV2,10,9,16,0.0019241560949012637,1.0,0.6907533407211304,0.8115941882133484,34.80097770690918,3.8179709911346436,,
,0,False,None,False,None,MobileNetV2,10,10,1,28.68655014038086,0.23188406229019165,7.800843238830566,0.2857142984867096,38.111488342285156,3.583528995513916,,
,0,False,None,False,None,MobileNetV2,10,10,2,3.2325847148895264,0.5,3.2450129985809326,0.48571428656578064,35.77806496620178,2.9349849224090576,,
,0,False,None,False,None,MobileNetV2,10,10,3,0.5470691919326782,0.8278985619544983,2.0475924015045166,0.6285714507102966,33.06445860862732,2.6700360774993896,,
,0,False,None,False,None,MobileNetV2,10,10,4,0.1470453292131424,0.9474637508392334,1.219612717628479,0.6857143044471741,31.52252960205078,2.5072319507598877,,
,0,False,None,False,None,MobileNetV2,10,10,5,0.03461263328790665,0.9945651888847351,1.2388654947280884,0.6714285612106323,37.492658376693726,2.5719733238220215,,
,0,False,None,False,None,MobileNetV2,10,10,6,0.013591569848358631,1.0,1.180978775024414,0.6857143044471741,31.723227500915527,2.5715909004211426,,
,0,False,None,False,None,MobileNetV2,10,10,7,0.007633572909981012,1.0,1.0978442430496216,0.7142857313156128,34.98213338851929,2.6921322345733643,,
,0,False,None,False,None,MobileNetV2,10,10,8,0.005697034765034914,1.0,1.1026216745376587,0.7142857313156128,32.97340488433838,2.712642192840576,,
,0,False,None,False,None,MobileNetV2,10,10,9,0.004726265091449022,1.0,1.104658603668213,0.7142857313156128,34.91747522354126,3.3919482231140137,,
,0,False,None,False,None,MobileNetV2,10,10,10,0.004063236061483622,1.0,1.125440239906311,0.7142857313156128,34.656450510025024,3.868281841278076,,
,0,False,None,False,None,MobileNetV2,10,10,11,0.0037180802319198847,1.0,1.1103103160858154,0.7142857313156128,32.427003383636475,2.645122766494751,,
,0,False,None,False,None,MobileNetV2,10,10,12,0.0033376857172697783,1.0,1.1029337644577026,0.7142857313156128,34.87598991394043,2.8874781131744385,,
